n_personas_1_dosis;%personas_1_dosis;n_personas_pauta_completa;%personas_pauta_completa;cod_cuando;cod_donde_provincia;cod_quien_vacunas
271;7,407829505954755;67;3,6626018576557069;72;8;6
12;6,3551694450966583;26;3,8271894810988494;72;4;6
22;6,2263085732720382;56;3,4095491571900958;72;5;6
54;5,9774385528395149;284;3,5195521334185131;72;6;6
52;6,3330798054580599;265;3,9717816496989067;72;7;6
0;0,32177567638560545;0;0,28894142369319675;72;1;7
3;0,28528094756608408;1;0,21666907410082334;72;2;7
2;0,31427535355977276;1;0,24779402876828235;72;3;7
-1;0,27686628383921247;1;0,22046759639048399;72;8;7
1;0,36143489653926086;0;0,28011204481792717;72;4;7
0;0,19319363947094664;0;0,12631891811561896;72;5;7
9;0,40387493998361906;4;0,32197023187505297;72;6;7
3;0,34170947720774542;4;0,22083265533833887;72;7;7
0;0,0022991500808534444;0;0,00076638336028448154;72;1;8
1;0,002395473513249364;0;0,00095818940529974561;72;2;8
1;0,0091008372770294867;2;0,0074461395902968531;72;3;8
0;0,0061715696358773916;0;0,0013714599190838648;72;8;8
2;0,015220700152207001;0;0,0093665847090504632;72;4;8
2;0,0064210954388818735;0;0,0010701825731469789;72;5;8
0;0,006828784404494059;0;0,0032346873494971859;72;6;8
1;0,006485772573436634;0;0,0047169255079539153;72;7;8
13;104,49836612667733;20;102,20399082249878;73;1;1
8;106,95239866121234;34;104,9739680178505;73;2;1
0;104,28784338999436;6;102,68267139289455;73;3;1
2;103,73762918417331;15;101,83595850176228;73;8;1
1;106,34689334142887;4;104,1772920461445;73;4;1
3;101,56021337865269;7;99,931548883538682;73;5;1
28;100,88858237954403;55;98,77322581928621;73;6;1
22;106,5014047637853;52;104,42303135613301;73;7;1
12;100,44600593272042;76;97,559590179454275;73;1;2
28;102,05534016676404;445;98,791226299856604;73;2;2
11;99,732395680990763;93;97,605563680492892;73;3;2
17;100,29603150222023;287;97,391571480436781;73;8;2
20;102,03113906075667;32;99,343239679480675;73;4;2
26;97,128819887982701;31;95,18915200943303;73;5;2
80;94,130034803041383;358;91,107120953499887;73;6;2
77;100,87387283315552;371;97,996751856809894;73;7;2
118;90,301777594047124;102;23,785310734463277;73;1;3
552;90,945116907962401;1191;23,072331182888501;73;2;3
185;98,66686183329017;319;25,248555954646278;73;3;3
469;93,780815997799905;415;26,011157601115759;73;8;3
187;94,566545680048151;217;22,972258193955533;73;4;3
101;99,505199597450513;108;26,126579447612659;73;5;3
900;83,814055873879127;894;21,544031163337756;73;6;3
608;94,675852654902272;781;24,073158186278388;73;7;3
614;82,42572783742483;2870;32,483280080970054;73;1;4
2717;82,115935733696375;4355;29,637085026247902;73;2;4
1259;85,407934255255952;1758;32,062939370936334;73;3;4
1576;80,133481646273637;3498;28,199074240195198;73;8;4
2146;82,957841309301841;1374;26,912419722394862;73;4;4
3139;81,052862732572066;713;30,142537730575739;73;5;4
2239;79,250585480093676;7283;28,430513020676955;73;6;4
8915;81,712394947760629;5668;26,353948712958008;73;7;4
3841;38,5927846887733;1009;19,7972042293905;73;1;5
4091;33,7197317414836;964;22,762877498051;73;2;5
3366;38,9872737976012;456;26,1098662492138;73;3;5
3252;36,478238402625;1764;22,4502890860637;73;8;5
2589;33,8584719015968;120;21,5294440305865;73;4;5
3125;36,668342609954;401;23,6213264140417;73;5;5
7128;31,6712285647881;1801;18,2848934077133;73;6;5
8746;32,9738699330655;3073;20,4501912909037;73;7;5
42;5,5661368126880149;115;3,6330301358158743;73;1;6
71;6,6681330767115758;197;4,2188616992026393;73;2;6
51;8,8526669409022354;63;4,6431509666803787;73;3;6
30;7,450566983873725;87;3,7865405436207191;73;8;6
2;6,3603871540006782;6;3,8428426078109101;73;4;6
13;6,2525203645455276;36;3,4821356561012986;73;5;6
108;6,0682223193571163;88;3,5935240913217443;73;6;6
85;6,3923913726092207;178;4,0959870491448669;73;7;6
1;0,32834252692408722;0;0,28894142369319675;73;1;7
0;0,28528094756608408;2;0,22389137657085079;73;2;7
0;0,31427535355977276;3;0,26592529916596158;73;3;7
2;0,28712059064807222;0;0,22046759639048399;73;8;7
0;0,36143489653926086;0;0,28011204481792717;73;4;7
0;0,19319363947094664;2;0,14117996730569179;73;5;7
1;0,40669924026322479;1;0,3247945321546587;73;6;7
3;0,34868314000790346;6;0,23477998093865501;73;7;7
2;0,0038319168014224075;0;0,00076638336028448154;73;1;8
3;0,0038327576211989824;1;0,0014372841079496185;73;2;8
-1;0,0082734884336631703;0;0,0074461395902968531;73;3;8
0;0,0061715696358773916;2;0,0027429198381677296;73;8;8
1;0,016391523240838309;0;0,0093665847090504632;73;4;8
0;0,0064210954388818735;0;0,0010701825731469789;73;5;8
0;0,006828784404494059;0;0,0032346873494971859;73;6;8
1;0,0067805804176837535;1;0,0050117333522010357;73;7;8
4;104,51227143155114;15;102,25613571577557;74;1;1
5;106,9616957976943;54;105,07437709185571;74;2;1
6;104,29992749536775;13;102,70885362120357;74;3;1
8;103,75355940978514;31;101,89768812600809;74;8;1
4;106,36308439587128;9;104,21372191863995;74;4;1
1;101,56257376197894;5;99,943350800169952;74;5;1
34;100,9336746197;51;98,840864179520167;74;6;1
9;106,5115596827152;46;104,47493427510804;74;7;1
16;100,4796667578314;136;97,845707192897564;74;1;2
32;102,08933028838494;507;99,329757289287798;74;2;2
12;99,751065749758851;190;97,901173102654255;74;3;2
33;100,34211187756584;337;97,86214985896612;74;8;2
11;102,05903235622274;125;99,660208946140585;74;4;2
11;97,15043726048934;71;95,32868232288493;74;5;2
87;94,194320675666688;411;91,41081628279872;74;6;2
59;100,91396497713389;454;98,305257507084079;74;7;2
98;90,436819622433518;138;23,975471958109413;74;1;3
259;91,131392898497566;1008;23,797297200106442;74;2;3
552;99,288392465067048;816;26,167340366838189;74;3;3
347;94,121633567092928;715;26,713418586834816;74;8;3
144;94,829189997628902;317;23,550440476407609;74;4;3
97;99,640780498714079;192;26,394945767639495;74;5;3
583;84,128602721396746;743;21,944903046194685;74;6;3
438;94,89247843633774;775;24,456457228772653;74;7;3
732;83,152076842167929;4884;37,329575899501876;74;1;4
1870;83,106522510687213;8266;34,015796415876935;74;2;4
1497;86,643123535430206;5751;36,808145483349286;74;3;4
1712;81,362086906598734;5427;32,09372420969536;74;8;4
1202;84,514191008908227;3125;30,95866998135488;74;4;4
1833;82,882496206979155;2421;32,559091272059412;74;5;4
2821;80,379911527452506;7340;31,368922516463499;74;6;4
6429;83,946905607652042;8382;29,267258458052094;74;7;4
3716;41,6068588080473;1044;20,5800021907324;74;1;5
5650;36,4492842374435;416;22,9586985597865;74;2;5
3592;42,032894303975;400;26,4306273284899;74;3;5
4992;39,9275773968922;807;22,9774120634041;74;8;5
3700;37,9775128555802;343;21,904396687128;74;4;5
3585;40,543960281885;1016;24,6183011664573;74;5;5
10735;35,4531083403253;1686;18,8538625267716;74;6;5
9762;35,9243348217654;1397;20,8586014979164;74;7;5
30;5,619537549618185;51;3,7238113885971624;74;1;6
39;6,711025570525158;31;4,2529557327467691;74;2;6
69;8,9709310297545599;26;4,6877142465377757;74;3;6
26;7,4876061314034992;31;3,830702604136988;74;8;6
6;6,376040280712739;5;3,8558868800709609;74;4;6
13;6,2787321558190179;52;3,5869828211952575;74;5;6
46;6,1068894791701691;82;3,6624525066406646;74;6;6
81;6,4489118071885621;86;4,1559963994389824;74;7;6
0;0,32834252692408722;2;0,30207512477016024;74;1;7
4;0,29972555250613897;3;0,23472483027589194;74;2;7
0;0,31427535355977276;0;0,26592529916596158;74;3;7
2;0,29737489745693191;2;0,23072190319934371;74;8;7
1;0,37047076895274239;3;0,30721966205837176;74;4;7
1;0,20062416406598305;-1;0,13374944271065536;74;5;7
1;0,40952354054283052;0;0,3247945321546587;74;6;7
2;0,35333224854134221;4;0,24407819800553243;74;7;7
0;0,0038319168014224075;0;0,00076638336028448154;74;1;8
0;0,0038327576211989824;0;0,0014372841079496185;74;2;8
-1;0,0074461395902968531;-1;0,0066187907469305359;74;3;8
0;0,0061715696358773916;-2;0,0013714599190838648;74;8;8
0;0,016391523240838309;0;0,0093665847090504632;74;4;8
0;0,0064210954388818735;0;0,0010701825731469789;74;5;8
2;0,007547603815493434;0;0,0032346873494971859;74;6;8
1;0,0070753882619308739;0;0,0050117333522010357;74;7;8
6;104,53312938886185;21;102,32913856636307;75;1;1
29;107,01561918928969;35;105,13945704722946;75;2;1
6;104,31201160074116;13;102,73503584951261;75;3;1
14;103,78143730460583;30;101,9574264720524;75;8;1
7;106,39141874114551;13;104,26634284557782;75;4;1
1;101,5649341453052;12;99,971675400084976;75;5;1
19;100,95887322449305;65;98,927069932759508;75;6;1
12;106,52509957462173;61;104,54376205896622;75;7;1
12;100,50491237666463;83;98,020322723160746;75;1;2
40;102,13181794041107;422;99,778002018163477;75;2;2
13;99,771291657590936;184;98,187447490431595;75;3;2
38;100,39517412796381;283;98,257323986929933;75;8;2
10;102,08438989755554;114;99,94928491733441;75;4;2
11;97,172054632995966;116;95,556647342045792;75;5;2
95;94,26451789290121;401;91,707122431336032;75;6;2
62;100,95609570470437;406;98,581145819884341;75;7;2
193;90,702769739561802;217;24,274493592393551;75;1;3
478;91,475176386821147;984;24,505002121676341;75;2;3
64;99,36045398759191;356;26,568182585882699;75;3;3
319;94,434950006875283;377;27,083701652032136;75;8;3
104;95,018877560326118;307;24,110383570138801;75;4;3
76;99,747008833724706;324;26,847813932684783;75;5;3
396;84,342257183861534;724;22,335523831105068;75;6;3
906;95,340567381498772;1188;25,044017567460632;75;7;3
784;83,930024410089501;3706;41,006965806029093;75;1;4
2384;84,369388219963241;7788;38,141298992991729;75;2;4
1138;87,582098419089732;4928;40,874286280075253;75;3;4
1342;82,325164160895625;7303;37,334672934084466;75;8;4
672;85,384296664594984;3474;35,456805469235547;75;4;4
1384;84,263954324043766;5059;37,608799808352629;75;5;4
1913;81,145739506395245;11580;36,004723873576332;75;6;4
4804;85,616619281647743;10611;32,955295884107137;75;7;4
10284;49,9809472220134;1475;21,6919466429431;75;1;5
5424;39,069302772634;449;23,1687177680207;75;2;5
5724;46,8942152383697;367;26,7267775242837;75;3;5
4896;43,3118264435988;1232;23,77574706277;75;8;5
2722;40,9926749688609;374;22,3052410190807;75;4;5
2805;43,5786870741534;626;25,2536072269354;75;5;5
10507;39,1525790161462;1585;19,3898045283607;75;6;5
12689;39,7617701032296;1518;21,3007299856817;75;7;5
72;5,747699318250592;83;3,8715534274372985;75;1;6
32;6,7462194116029695;21;4,2760516909540831;75;2;6
34;9,0292060880296177;32;4,7425613602084189;75;3;6
16;7,5103994529602822;33;3,8777138298478544;75;8;6
32;6,4595236231770627;32;3,9393702225352847;75;4;6
10;6,2988950721832406;29;3,6454552786515042;75;5;6
98;6,1892673413805861;112;3,7565986348811404;75;6;6
126;6,5368324832008708;160;4,2676417023117557;75;7;6
1;0,33490937746256894;0;0,30207512477016024;75;1;7
2;0,30694785497616639;1;0,23833598151090568;75;2;7
0;0,31427535355977276;1;0,27196905596518794;75;3;7
0;0,29737489745693191;0;0,23072190319934371;75;8;7
1;0,37950664136622392;0;0,30721966205837176;75;4;7
0;0,20062416406598305;0;0,13374944271065536;75;5;7
3;0,41799644138164771;0;0,3247945321546587;75;6;7
13;0,38355145400869384;6;0,25802552360584857;75;7;7
0;0,0038319168014224075;1;0,0015327667205689631;75;1;8
0;0,0038327576211989824;0;0,0014372841079496185;75;2;8
0;0,0074461395902968531;0;0,0066187907469305359;75;3;8
0;0,0061715696358773916;0;0,0013714599190838648;75;8;8
1;0,017562346329469618;0;0,0093665847090504632;75;4;8
0;0,0064210954388818735;0;0,0010701825731469789;75;5;8
-1;0,0071881941099937461;0;0,0032346873494971859;75;6;8
0;0,0070753882619308739;-1;0,0047169255079539153;75;7;8
7;104,55746367239102;12;102,37085448098449;76;1;1
15;107,04351059873559;28;105,19152101152845;76;2;1
2;104,31603963586562;12;102,75920406025941;76;3;1
7;103,79537625201617;20;101,99725203608196;76;8;1
-2;106,38332321392431;21;104,35134588140053;76;4;1
8;101,58381721191522;18;100,01416229995752;76;5;1
30;100,9986604952189;52;98,996034535350987;76;6;1
18;106,54540941248152;84;104,63854130231194;76;7;1
16;100,53857320177561;95;98,220183872257167;76;1;2
40;102,17430559243719;272;100,06691805194116;76;2;2
2;99,774403335718958;70;98,296356224912088;76;3;2
59;100,4775602535817;111;98,412321613092416;76;8;2
26;102,15031950502079;123;100,26118267572777;76;4;2
13;97,197602436867442;66;95,686351577085588;76;5;2
78;94,322153502841147;340;91,958354577228022;76;6;2
54;100,99279020936254;505;98,924307391224573;76;7;2
145;90,902576822378393;178;24,519774011299436;76;1;3
1049;92,229630109104505;1506;25,588135873591241;76;2;3
106;99,479805884273702;228;26,824901759877495;76;3;3
159;94,591117135168048;307;27,385231893452765;76;8;3
200;95,383661334743834;424;24,883725171904352;76;4;3
212;100,04332997875433;318;27,292295650229228;76;5;3
1016;84,890421158266165;1110;22,934403763771542;76;6;3
549;95,612091477407617;958;25,517824641924509;76;7;3
567;84,492647204747072;4174;45,148742781162554;76;1;4
2495;85,691053465199687;5582;41,098227008586854;76;2;4
1464;88,79005907785735;4176;44,3199445526255;76;3;4
1481;83,387993828267966;6424;41,944813233341705;76;8;4
588;86,145639113320897;3661;40,197068572612388;76;4;4
1301;85,562564880619661;4224;41,825041922861935;76;5;4
3091;82,383154186432876;8566;39,433935827378448;76;6;4
3448;86,81503159387448;14845;38,11493357987446;76;7;4
4880;53,9358415186674;1053;22,4720174895945;76;1;5
8855;43,349828905531;1082;23,6751672284929;76;2;5
6633;52,5301097506419;352;27,0149099911072;76;3;5
6319;47,6754217385025;1087;24,4872315903018;76;8;5
2916;44,2156153661457;836;23,1896454568331;76;4;5
3983;47,8820177208318;850;26,1043469508926;76;5;5
13813;44,0133975865329;1475;19,8875363914416;76;6;5
14326;44,0987930560354;1696;21,7992488077266;76;7;5
57;5,849160718417914;79;4,0121753680200785;76;1;6
37;6,7869122903491892;66;4,3486389881770693;76;2;6
27;9,0754833401892228;22;4,7802687508569859;76;3;6
30;7,5531369308792522;59;3,961764203088495;76;8;6
43;6,5717043646134981;55;4,0828572173958415;76;4;6
23;6,3452697798209536;92;3,8309541092023549;76;5;6
176;6,3372112571870485;131;3,8667159813052687;76;6;6
43;6,566837158347929;79;4,3227665706051877;76;7;6
0;0,33490937746256894;0;0,30207512477016024;76;1;7
0;0,30694785497616639;1;0,24194713274591939;76;2;7
2;0,32636286715822554;1;0,27801281276441436;76;3;7
1;0,30250205086136178;0;0,23072190319934371;76;8;7
0;0,37950664136622392;0;0,30721966205837176;76;4;7
0;0,20062416406598305;1;0,14117996730569179;76;5;7
1;0,42082074166125344;2;0,33044313271387016;76;6;7
2;0,38820056254213253;3;0,26499918640600667;76;7;7
0;0,0038319168014224075;0;0,0015327667205689631;76;1;8
1;0,0043118523238488554;0;0,0014372841079496185;76;2;8
1;0,0082734884336631703;0;0,0066187907469305359;76;3;8
2;0,0075430295549612563;2;0,0027429198381677296;76;8;8
1;0,018733169418100926;0;0,0093665847090504632;76;4;8
0;0,0064210954388818735;0;0,0010701825731469789;76;5;8
3;0,0082664232264928091;0;0,0032346873494971859;76;6;8
1;0,0073701961061779933;0;0,0047169255079539153;76;7;8
11;104,595703260794;23;102,4508099840089;77;1;1
21;107,08255857195984;45;105,27519523986612;77;2;1
5;104,32610972367679;16;102,79142834125514;77;3;1
12;103,8192715904339;24;102,04504271291742;77;8;1
10;106,42380085003036;17;104,42015786278081;77;4;1
6;101,59797951187272;12;100,04248689987254;77;5;1
23;101,02916406944205;71;99,090197742735512;77;6;1
14;106,56120595303913;37;104,68028930235707;77;7;1
45;100,63324427240023;157;98,550480718658619;77;1;2
40;102,21679324446333;250;100,33246587710447;77;2;2
8;99,786850048231017;123;98,48772442978499;77;3;2
26;100,51386600385399;104;98,55754461418158;77;8;2
6;102,16553402982046;57;100,40572066132468;77;4;2
32;97,260489338704929;64;95,812125380760534;77;5;2
96;94,393089638151821;359;92,223626166566916;77;6;2
53;101,02880518615666;237;99,085355495002077;77;7;2
196;91,172660879151167;255;24,871158881080337;77;1;3
1452;93,273926395811301;1778;26,866895376184004;77;2;3
641;100,2015470708117;844;27,775213088174027;77;3;3
293;94,878896811833343;453;27,830160881607636;77;8;3
189;95,728382001568576;285;25,403542050449595;77;4;3
366;100,5549032763055;464;27,940847590294084;77;5;3
619;85,224391138735129;827;23,380596290181607;77;6;3
879;96,046826778507551;1034;26,029219751523303;77;7;3
790;85,276548453035389;4469;49,583242374327732;77;1;4
2358;86,940146310196681;8191;45,437208982026412;77;2;4
460;89,16960955807123;5041;48,479322749925743;77;3;4
917;84,04607269726219;4654;45,284724963220782;77;8;4
671;87,014449968924794;2841;43,875595608038118;77;4;4
890;86,450930288269589;3847;45,664976443344244;77;5;4
1404;82,945215076362615;10299;43,55691667167077;77;6;4
3409;87,999888778439697;10637;41,812007757703832;77;7;4
11218;62,8019700940095;1542;23,6300827717109;77;1;5
13479;49,8631350855291;1790;24,5194235444204;77;2;5
4539;56,3741013548253;712;27,5796058656271;77;3;5
5510;51,4714795301023;2213;25,913543132346;77;8;5
4224;48,9132093679779;378;23,5997340477921;77;4;5
4971;53,249384020301;801;26,9047773083076;77;5;5
11477;48,0509021681626;1750;20,4760691025312;77;6;5
20298;50,2438185047413;5986;23,5328322521945;77;7;5
209;6,221185852364763;283;4,5159223197280118;77;1;6
63;6,8562001649711304;128;4,4894143524883141;77;2;6
63;9,1834635952283019;69;4,8985328397093104;77;3;6
27;7,5916006610063249;119;4,1312895321670746;77;8;6
203;7,1013018183715531;207;4,6228900889619364;77;4;6
17;6,3795467376401325;66;3,9640293572062264;77;5;6
31;6,3632695605393232;151;3,9936451363437677;77;6;6
99;6,6359176895004568;538;4,6981739015148873;77;7;6
0;0,33490937746256894;0;0,30207512477016024;77;1;7
0;0,30694785497616639;0;0,24194713274591939;77;2;7
0;0,32636286715822554;1;0,28405656956364078;77;3;7
0;0,30250205086136178;1;0,23584905660377359;77;8;7
0;0,37950664136622392;0;0,30721966205837176;77;4;7
3;0,22291573785109228;2;0,1560410164957646;77;5;7
0;0,42082074166125344;1;0,33326743299347589;77;6;7
1;0,39052511680885188;3;0,27197284920616471;77;7;7
0;0,0038319168014224075;0;0,0015327667205689631;77;1;8
2;0,0052700417291486005;0;0,0014372841079496185;77;2;8
1;0,0091008372770294867;0;0,0066187907469305359;77;3;8
0;0,0075430295549612563;0;0,0027429198381677296;77;8;8
0;0,018733169418100926;0;0,0093665847090504632;77;4;8
1;0,0074912780120288524;0;0,0010701825731469789;77;5;8
17;0,014376388219987492;0;0,0032346873494971859;77;6;8
3;0,0082546196389193527;0;0,0047169255079539153;77;7;8
4;104,6096085656678;6;102,47166794131961;78;1;1
17;107,11416883599851;9;105,29193008553365;78;2;1
5;104,33617981148795;4;102,79948441150407;78;3;1
5;103,82922798144129;6;102,05699038212629;78;8;1
4;106,43999190447278;5;104,44039668083384;78;4;1
4;101,60742104517773;5;100,0542888165038;78;5;1
29;101,06762509781038;33;99,133963740533943;78;6;1
2;106,56346260169023;20;104,70285578886795;78;7;1
17;100,66900889908064;36;98,626217575158307;78;1;2
48;102,26777842689468;87;100,42487652026129;78;2;2
7;99,797740921679065;30;98,534399601705204;78;3;2
19;100,54039712905298;51;98,628759739715704;78;8;2
6;102,18074855462014;20;100,45643574399027;78;4;2
10;97,280141495529136;42;95,894664439422229;78;5;2
62;94,438902558873295;197;92,36919302756904;78;6;2
31;101,0498705499419;121;99,167578366550927;78;7;2
177;91,416563318175548;159;25,090257682237841;78;1;3
849;93,88453765436094;924;27,531447558633783;78;2;3
137;100,35580376746647;184;27,98238996543299;78;3;3
647;95,514369340169324;588;28,407684601331841;78;8;3
203;96,098637532602552;219;25,802980283436991;78;4;3
92;100,68349547131835;95;28,073633009057364;78;5;3
663;85,582100503922391;708;23,762584571558058;78;6;3
578;96,332693677296831;759;26,404605523462848;78;7;3
308;85,582170711861721;2278;51,84365635356923;78;1;4
1206;87,578995322523397;4352;47,742574572114187;78;2;4
302;89,418792699429019;3255;51,165054952308658;78;3;4
776;84,602963866661881;3658;47,909864006602319;78;8;4
407;87,54143360265175;957;45,114719287342034;78;4;4
607;87,056815459554414;1866;47,527549309270938;78;5;4
985;83,339538421505637;4533;45,371604715867008;78;6;4
1515;88,526453352982472;5595;43,756647226064771;78;7;4
4452;66,3312741641558;582;24,0598484577907;78;1;5
6256;52,8844490716842;885;24,9313433428735;78;2;5
2873;58,8143651075267;356;27,8649643873236;78;3;5
5168;55,0359413438185;1135;26,6621639984713;78;8;5
3430;52,7152154023219;435;24,0647030531523;78;4;5
4486;58,0876981807506;657;27,5683036091634;78;5;5
12857;52,5707849082861;784;20,7403261524656;78;6;5
8386;52,780064443206;1517;23,9835228159295;78;7;5
8;6,2354260488794742;36;4,5800032040442158;78;1;6
40;6,9001924663183942;114;4,6147924113280174;78;2;6
13;9,2057452351569999;69;5,0167969285616341;78;3;6
43;7,6528577126901816;67;4,2267365661861076;78;8;6
4;7,1117372361795939;7;4,6411520701260081;78;4;6
10;6,3997096540043552;80;4,1253326881200101;78;5;6
94;6,4422850610268654;152;4,1214148818129859;78;6;6
37;6,6617356657897862;83;4,756089902380138;78;7;6
1;0,34147622800105071;1;0,30864197530864196;78;1;7
2;0,31417015744619387;0;0,24194713274591939;78;2;7
0;0,32636286715822554;0;0,28405656956364078;78;3;7
4;0,32301066447908122;0;0,23584905660377359;78;8;7
0;0,37950664136622392;0;0,30721966205837176;78;4;7
0;0,22291573785109228;0;0,1560410164957646;78;5;7
1;0,42364504194085917;2;0,33891603355268735;78;6;7
3;0,39749877960900998;4;0,28127106627304216;78;7;7
0;0,0038319168014224075;0;0,0015327667205689631;78;1;8
0;0,0052700417291486005;0;0,0014372841079496185;78;2;8
0;0,0091008372770294867;0;0,0066187907469305359;78;3;8
2;0,0089144894740451203;0;0,0027429198381677296;78;8;8
0;0,018733169418100926;0;0,0093665847090504632;78;4;8
1;0,0085614605851758313;0;0,0010701825731469789;78;5;8
3;0,015454617336486554;0;0,0032346873494971859;78;6;8
1;0,0085494274831664722;1;0,0050117333522010357;78;7;8
-3;104,59917958701244;8;102,49947855106723;79;1;1
11;107,13462253625883;18;105,32539977686872;79;2;1
-9;104,31805365342785;2;102,80351244662853;79;3;1
14;103,85710587626197;21;102,09880722435732;79;8;1
-3;106,42784861364096;4;104,45658773527626;79;4;1
11;101,63338526176651;8;100,07317188311382;79;5;1
31;101,10873861089375;53;99,204254585482957;79;6;1
-5;106,55782098006252;27;104,73332054565765;79;7;1
16;100,70266972419161;43;98,716681042644055;79;1;2
24;102,29327101811036;140;100,57358330235276;79;2;2
12;99,816410990447153;66;98,637084979929682;79;3;2
24;100,57391012930432;80;98,740469740553522;79;8;2
-2;102,17567704635358;36;100,54772289278831;79;4;2
18;97,315515377812716;25;95,943794831482762;79;5;2
84;94,500971677270144;179;92,501459363200397;79;6;2
39;101,07637213663946;157;99,274264241205216;79;7;2
99;91,552983326443439;119;25,254237288135592;79;1;3
651;94,352744873814203;706;28,039211455613813;79;2;3
141;100,51456430927905;330;28,353957190951775;79;3;3
167;95,678393934036578;230;28,633586736598112;79;8;3
98;96,277381582067235;119;26,020026629215533;79;4;3
129;100,86380409258638;195;28,346192552834619;79;5;3
628;85,920926267629184;936;24,267586028293032;79;6;3
517;96,588391232096228;641;26,721630925061326;79;7;3
359;85,9383992538054;2640;54,463275714937787;79;1;4
964;88,089650751945413;7139;51,524285267802753;79;2;4
288;89,656424304432491;2750;53,434106736195915;79;3;4
802;85,178513760809508;4752;51,320104775915894;79;8;4
375;88,026983633726957;2392;48,211881085560393;79;4;4
308;87,364249780404052;1374;48,899025792541721;79;5;4
1049;83,759482775876222;6845;48,111851718409092;79;6;4
1518;89,054060629653051;9916;47,203125325844418;79;7;4
4170;69,7294902666776;559;24,4961957936435;79;1;5
9787;57,6057504226465;1744;25,7559104272144;79;2;5
4899;62,942208902779;383;28,169191471915;79;3;5
6947;59,817107183724;942;27,2813139239757;79;8;5
4186;57,3738800727683;946;25,0662201320715;79;4;5
4926;63,3983195577914;576;28,1522162335021;79;5;5
15020;57,8340972920505;801;21,0104956990175;79;6;5
14437;57,1449482494764;2929;24,8394931519872;79;7;5
13;6,258566368215881;51;4,6707844568255039;79;1;6
107;7,0178718724223259;165;4,7962606543854829;79;2;6
20;9,2400246812011524;75;5,145344851227204;79;3;6
25;7,6884722776226564;76;4,3350048435808306;79;8;6
12;7,1430434896037154;58;4,7924656283425948;79;4;6
14;6,4279377369142674;80;4,2866360190337929;79;5;6
173;6,5877072055411725;273;4,3508960693991456;79;6;6
60;6,7036026543670761;149;4,8600595906804083;79;7;6
0;0,34147622800105071;0;0,30864197530864196;79;1;7
0;0,31417015744619387;1;0,24555828398093313;79;2;7
0;0,32636286715822554;0;0,28405656956364078;79;3;7
1;0,3281378178835111;0;0,23584905660377359;79;8;7
0;0,37950664136622392;1;0,31625553447185328;79;4;7
2;0,23777678704116512;0;0,1560410164957646;79;5;7
1;0,4264693422204649;6;0,35586183523032167;79;6;7
3;0,40447244240916802;2;0,28592017480648085;79;7;7
0;0,0038319168014224075;0;0,0015327667205689631;79;1;8
0;0,0052700417291486005;0;0,0014372841079496185;79;2;8
3;0,011582883807128437;1;0,0074461395902968531;79;3;8
3;0,010971679352670918;1;0,003428649797709662;79;8;8
0;0,018733169418100926;0;0,0093665847090504632;79;4;8
4;0,012842190877763747;0;0,0010701825731469789;79;5;8
6;0,017611075569484679;0;0,0032346873494971859;79;6;8
4;0,0097286588601549501;0;0,0050117333522010357;79;7;8
7;104,63046652297852;16;102,57595772787319;81;1;1
7;107,18668650055783;18;105,39977686872443;81;2;1
8;104,33819382905018;16;102,84580681543542;81;3;1
11;103,898922718493;13;102,1804496306179;81;8;1
6;106,48046954057882;12;104,53754300748837;81;4;1
-2;101,65934947835528;0;100,1038568663551;81;5;1
20;101,15515709340725;35;99,295765308152411;81;6;1
20;106,57361752062013;39;104,82245816737563;81;7;1
26;100,81627500894116;47;98,948099215282014;81;1;2
45;102,3718731743587;140;100,81470072760104;81;2;2
17;99,849083610791297;52;98,781778012882341;81;3;2
21;100,64652162984891;65;98,95690786717681;81;8;2
17;102,23653514555228;21;100,66436758291916;81;4;2
6;97,335167534636923;22;96,022403458779607;81;5;2
75;94,623632077911523;182;92,791115249052339;81;6;2
10;101,10355325120106;135;99,505303714978837;81;7;2
294;92,251619126360751;539;26,465481603968581;81;1;3
1130;95,607051157572229;1498;29,63010910450874;81;2;3
69;100,88838345737673;171;28,841498429284002;81;3;3
168;96,227434341053296;271;29,336829905513977;81;8;3
164;96,753424407682346;173;26,620095938132671;81;4;3
382;101,7290059264229;539;29,604159677960418;81;5;3
812;86,582931382387528;1352;25,31427708178218;81;6;3
332;97,09830260346601;959;27,773106750019782;81;7;3
344;86,668717378792991;3088;61,768441524936001;81;1;4
616;88,948335867187211;5178;57,846559697420766;81;2;4
232;90,279382157826987;4642;61,042443645004788;81;3;4
785;86,246366930998605;4437;58,369514514334924;81;8;4
384;88,992904495545886;1556;53,226641806505079;81;4;4
207;87,951169847480642;3243;54,417871117144458;81;5;4
691;84,422026061370318;8323;54,836966312376148;81;6;4
1398;89,998053622694755;11308;55,041812355325078;81;7;4
4491;64,422729512235179;401;15,434389883396289;81;1;9
7845;52,455335539941544;1591;16,161953428953023;81;2;9
4388;58,300908463955182;414;16,894705025925706;81;3;9
7404;55,552394170714784;751;17,058292852185982;81;8;9
4301;54,424127550451558;850;16,484557921730406;81;4;9
2564;56,91040164778579;221;16,666485988400456;81;5;9
8304;53,54520292597509;839;12,426568192730251;81;6;9
14433;53,216039279869065;1302;14,945444626295689;81;7;9
