"Fecha diagnóstico";"Territorio";"Confirmados PDIA";"Total confirmados";"Hospitalizados";"UCI";"Fallecidos"
"03/05/2021";"Huelva";"75";"75";"4";"0";"1"
"03/05/2021";"Jaén";"64";"64";"5";"0";"0"
"03/05/2021";"Málaga";"178";"178";"9";"0";"0"
"03/05/2021";"Sevilla";"231";"231";"13";"1";"1"
"02/05/2021";"Andalucía";"433";"433";"52";"4";"1"
"02/05/2021";"Almería";"41";"41";"6";"0";"0"
"02/05/2021";"Cádiz";"25";"25";"1";"0";"0"
"02/05/2021";"Córdoba";"54";"54";"8";"1";"0"
"02/05/2021";"Granada";"78";"78";"17";"3";"0"
"02/05/2021";"Huelva";"39";"39";"4";"0";"0"
"02/05/2021";"Jaén";"35";"35";"6";"0";"0"
"02/05/2021";"Málaga";"60";"60";"2";"0";"0"
"02/05/2021";"Sevilla";"101";"101";"8";"0";"1"
"01/05/2021";"Andalucía";"714";"714";"59";"7";"3"
"01/05/2021";"Almería";"46";"46";"1";"0";"0"
"01/05/2021";"Cádiz";"63";"63";"8";"0";"1"
"01/05/2021";"Córdoba";"50";"50";"14";"3";"0"
"01/05/2021";"Granada";"116";"116";"9";"0";"0"
"01/05/2021";"Huelva";"27";"27";"0";"0";"0"
"01/05/2021";"Jaén";"69";"69";"7";"1";"0"
"01/05/2021";"Málaga";"83";"83";"5";"1";"0"
"01/05/2021";"Sevilla";"260";"260";"15";"2";"2"
"30/04/2021";"Andalucía";"1565";"1568";"65";"8";"2"
"30/04/2021";"Almería";"89";"89";"8";"1";"0"
"30/04/2021";"Cádiz";"139";"139";"6";"0";"0"
"30/04/2021";"Córdoba";"171";"171";"2";"0";"1"
"30/04/2021";"Granada";"362";"362";"19";"2";"1"
"30/04/2021";"Huelva";"90";"92";"4";"0";"0"
"30/04/2021";"Jaén";"153";"154";"6";"1";"0"
"30/04/2021";"Málaga";"197";"197";"2";"1";"0"
"30/04/2021";"Sevilla";"364";"364";"18";"3";"0"
"29/04/2021";"Andalucía";"1595";"1595";"99";"11";"0"
"29/04/2021";"Almería";"97";"97";"6";"1";"0"
"29/04/2021";"Cádiz";"137";"137";"6";"0";"0"
"29/04/2021";"Córdoba";"100";"100";"10";"2";"0"
"29/04/2021";"Granada";"345";"345";"25";"5";"0"
"29/04/2021";"Huelva";"92";"92";"5";"0";"0"
"29/04/2021";"Jaén";"134";"134";"4";"1";"0"
"29/04/2021";"Málaga";"224";"224";"15";"1";"0"
"29/04/2021";"Sevilla";"466";"466";"28";"1";"0"
"28/04/2021";"Andalucía";"1609";"1609";"105";"8";"4"
"28/04/2021";"Almería";"132";"132";"9";"0";"1"
"28/04/2021";"Cádiz";"118";"118";"3";"0";"0"
"28/04/2021";"Córdoba";"95";"95";"12";"1";"1"
"28/04/2021";"Granada";"336";"336";"26";"3";"1"
"28/04/2021";"Huelva";"115";"115";"11";"2";"0"
"28/04/2021";"Jaén";"143";"143";"6";"0";"0"
"28/04/2021";"Málaga";"230";"230";"15";"0";"0"
"28/04/2021";"Sevilla";"440";"440";"23";"2";"1"
"27/04/2021";"Andalucía";"1571";"1572";"110";"9";"4"
"27/04/2021";"Almería";"113";"113";"4";"0";"0"
"27/04/2021";"Cádiz";"168";"168";"15";"0";"1"
"27/04/2021";"Córdoba";"146";"147";"9";"1";"0"
"27/04/2021";"Granada";"357";"357";"29";"4";"0"
"27/04/2021";"Huelva";"108";"108";"8";"0";"1"
"27/04/2021";"Jaén";"156";"156";"6";"0";"1"
"27/04/2021";"Málaga";"205";"205";"17";"3";"1"
"27/04/2021";"Sevilla";"318";"318";"22";"1";"0"
"26/04/2021";"Andalucía";"1250";"1250";"105";"5";"2"
"26/04/2021";"Almería";"77";"77";"5";"0";"0"
"26/04/2021";"Cádiz";"87";"87";"8";"1";"0"
"26/04/2021";"Córdoba";"75";"75";"3";"0";"0"
"26/04/2021";"Granada";"285";"285";"21";"1";"1"
"26/04/2021";"Huelva";"106";"106";"11";"0";"0"
"26/04/2021";"Jaén";"104";"104";"16";"0";"0"
"26/04/2021";"Málaga";"172";"172";"10";"1";"0"
"26/04/2021";"Sevilla";"344";"344";"31";"2";"1"
"25/04/2021";"Andalucía";"684";"685";"83";"5";"2"
"25/04/2021";"Almería";"91";"91";"5";"0";"0"
"25/04/2021";"Cádiz";"41";"41";"13";"0";"1"
"25/04/2021";"Córdoba";"49";"49";"7";"2";"0"
"25/04/2021";"Granada";"133";"133";"23";"0";"0"
"25/04/2021";"Huelva";"46";"46";"4";"1";"0"
"25/04/2021";"Jaén";"45";"45";"8";"0";"1"
"25/04/2021";"Málaga";"73";"73";"7";"1";"0"
"25/04/2021";"Sevilla";"206";"207";"16";"1";"0"
"24/04/2021";"Andalucía";"1055";"1055";"80";"9";"4"
"24/04/2021";"Almería";"118";"118";"6";"1";"0"
"24/04/2021";"Cádiz";"91";"91";"10";"3";"2"
"24/04/2021";"Córdoba";"117";"117";"7";"1";"0"
"24/04/2021";"Granada";"151";"151";"19";"3";"1"
"24/04/2021";"Huelva";"76";"76";"5";"0";"0"
"24/04/2021";"Jaén";"106";"106";"7";"1";"0"
"24/04/2021";"Málaga";"103";"103";"4";"0";"1"
"24/04/2021";"Sevilla";"293";"293";"22";"0";"0"
"23/04/2021";"Andalucía";"1856";"1857";"127";"10";"6"
"23/04/2021";"Almería";"121";"121";"11";"2";"2"
"23/04/2021";"Cádiz";"213";"213";"7";"0";"0"
"23/04/2021";"Córdoba";"193";"193";"7";"1";"0"
"23/04/2021";"Granada";"341";"341";"29";"3";"0"
"23/04/2021";"Huelva";"103";"103";"7";"1";"0"
"23/04/2021";"Jaén";"108";"109";"3";"0";"1"
"23/04/2021";"Málaga";"175";"175";"15";"2";"1"
"23/04/2021";"Sevilla";"602";"602";"48";"1";"2"
"22/04/2021";"Andalucía";"1616";"1618";"110";"5";"4"
"22/04/2021";"Almería";"184";"184";"9";"1";"1"
"22/04/2021";"Cádiz";"178";"178";"10";"0";"1"
"22/04/2021";"Córdoba";"118";"119";"8";"0";"1"
"22/04/2021";"Granada";"326";"326";"22";"1";"1"
"22/04/2021";"Huelva";"87";"87";"7";"0";"0"
"22/04/2021";"Jaén";"165";"165";"7";"1";"0"
"22/04/2021";"Málaga";"206";"206";"11";"1";"0"
"22/04/2021";"Sevilla";"352";"353";"36";"1";"0"
"21/04/2021";"Andalucía";"1801";"1802";"128";"17";"7"
"21/04/2021";"Almería";"162";"162";"10";"3";"2"
"21/04/2021";"Cádiz";"187";"187";"13";"3";"1"
"21/04/2021";"Córdoba";"124";"125";"10";"2";"0"
"21/04/2021";"Granada";"396";"396";"41";"4";"1"
"21/04/2021";"Huelva";"121";"121";"7";"0";"1"
"21/04/2021";"Jaén";"249";"249";"16";"3";"0"
"21/04/2021";"Málaga";"215";"215";"11";"0";"1"
"21/04/2021";"Sevilla";"347";"347";"20";"2";"1"
"20/04/2021";"Andalucía";"1938";"1939";"148";"12";"5"
"20/04/2021";"Almería";"157";"157";"14";"7";"2"
"20/04/2021";"Cádiz";"210";"210";"13";"0";"0"
"20/04/2021";"Córdoba";"157";"157";"10";"0";"0"
"20/04/2021";"Granada";"368";"368";"38";"3";"1"
"20/04/2021";"Huelva";"119";"119";"6";"0";"0"
"20/04/2021";"Jaén";"176";"176";"20";"0";"0"
"20/04/2021";"Málaga";"219";"220";"14";"1";"2"
"20/04/2021";"Sevilla";"532";"532";"33";"1";"0"
"19/04/2021";"Andalucía";"1501";"1503";"128";"12";"8"
"19/04/2021";"Almería";"130";"131";"7";"0";"0"
"19/04/2021";"Cádiz";"153";"153";"11";"2";"1"
"19/04/2021";"Córdoba";"96";"96";"13";"4";"2"
"19/04/2021";"Granada";"354";"354";"22";"1";"0"
"19/04/2021";"Huelva";"72";"72";"7";"0";"0"
"19/04/2021";"Jaén";"137";"137";"11";"1";"2"
"19/04/2021";"Málaga";"198";"199";"21";"2";"0"
"19/04/2021";"Sevilla";"361";"361";"36";"2";"3"
"18/04/2021";"Andalucía";"723";"724";"89";"14";"8"
"18/04/2021";"Almería";"69";"69";"3";"0";"2"
"18/04/2021";"Cádiz";"62";"62";"6";"1";"1"
"18/04/2021";"Córdoba";"62";"62";"11";"4";"0"
"18/04/2021";"Granada";"132";"132";"19";"4";"3"
"18/04/2021";"Huelva";"40";"41";"5";"1";"0"
"18/04/2021";"Jaén";"80";"80";"10";"0";"1"
"18/04/2021";"Málaga";"86";"86";"12";"2";"0"
"18/04/2021";"Sevilla";"192";"192";"23";"2";"1"
"17/04/2021";"Andalucía";"1088";"1089";"98";"5";"3"
"17/04/2021";"Almería";"106";"106";"15";"4";"0"
"17/04/2021";"Cádiz";"120";"120";"8";"0";"1"
"17/04/2021";"Córdoba";"94";"94";"3";"0";"0"
"17/04/2021";"Granada";"120";"120";"14";"1";"0"
"17/04/2021";"Huelva";"79";"79";"8";"0";"0"
"17/04/2021";"Jaén";"107";"108";"8";"0";"1"
"17/04/2021";"Málaga";"128";"128";"9";"0";"0"
"17/04/2021";"Sevilla";"334";"334";"33";"0";"1"
"16/04/2021";"Andalucía";"1973";"1976";"151";"15";"8"
"16/04/2021";"Almería";"143";"143";"6";"2";"0"
"16/04/2021";"Cádiz";"225";"225";"12";"1";"0"
"16/04/2021";"Córdoba";"121";"123";"6";"2";"0"
"16/04/2021";"Granada";"388";"389";"33";"6";"1"
"16/04/2021";"Huelva";"147";"147";"19";"2";"1"
"16/04/2021";"Jaén";"197";"197";"18";"1";"2"
"16/04/2021";"Málaga";"241";"241";"17";"0";"0"
"16/04/2021";"Sevilla";"511";"511";"40";"1";"4"
"15/04/2021";"Andalucía";"1991";"1991";"145";"13";"14"
"15/04/2021";"Almería";"156";"156";"8";"1";"3"
"15/04/2021";"Cádiz";"238";"238";"17";"2";"1"
"15/04/2021";"Córdoba";"117";"117";"8";"3";"1"
"15/04/2021";"Granada";"364";"364";"32";"1";"4"
"15/04/2021";"Huelva";"119";"119";"13";"0";"0"
"15/04/2021";"Jaén";"238";"238";"20";"0";"4"
"15/04/2021";"Málaga";"216";"216";"14";"1";"0"
"15/04/2021";"Sevilla";"543";"543";"33";"5";"1"
"14/04/2021";"Andalucía";"2162";"2163";"136";"15";"10"
"14/04/2021";"Almería";"193";"193";"18";"2";"2"
"14/04/2021";"Cádiz";"242";"242";"14";"1";"3"
"14/04/2021";"Córdoba";"158";"158";"9";"0";"0"
"14/04/2021";"Granada";"428";"428";"24";"7";"2"
"14/04/2021";"Huelva";"134";"134";"12";"1";"0"
"14/04/2021";"Jaén";"242";"243";"10";"0";"2"
"14/04/2021";"Málaga";"245";"245";"13";"0";"1"
"14/04/2021";"Sevilla";"520";"520";"36";"4";"0"
"13/04/2021";"Andalucía";"2006";"2007";"163";"16";"10"
"13/04/2021";"Almería";"211";"211";"8";"1";"1"
"13/04/2021";"Cádiz";"230";"230";"18";"2";"4"
"13/04/2021";"Córdoba";"174";"174";"19";"1";"2"
"13/04/2021";"Granada";"416";"416";"44";"7";"1"
"13/04/2021";"Huelva";"65";"66";"7";"2";"0"
"13/04/2021";"Jaén";"198";"198";"11";"3";"0"
"13/04/2021";"Málaga";"210";"210";"14";"0";"0"
"13/04/2021";"Sevilla";"502";"502";"42";"0";"2"
"12/04/2021";"Andalucía";"1685";"1686";"163";"15";"10"
"12/04/2021";"Almería";"100";"100";"14";"2";"3"
"12/04/2021";"Cádiz";"143";"143";"10";"0";"1"
"12/04/2021";"Córdoba";"125";"125";"10";"1";"0"
"12/04/2021";"Granada";"387";"388";"38";"5";"3"
"12/04/2021";"Huelva";"97";"97";"12";"1";"0"
"12/04/2021";"Jaén";"157";"157";"11";"1";"0"
"12/04/2021";"Málaga";"181";"181";"15";"1";"1"
"12/04/2021";"Sevilla";"495";"495";"53";"4";"2"
"11/04/2021";"Andalucía";"696";"697";"80";"8";"6"
"11/04/2021";"Almería";"72";"72";"6";"1";"2"
"11/04/2021";"Cádiz";"53";"54";"2";"0";"0"
"11/04/2021";"Córdoba";"75";"75";"11";"2";"2"
"11/04/2021";"Granada";"115";"115";"17";"4";"0"
"11/04/2021";"Huelva";"32";"32";"5";"0";"0"
"11/04/2021";"Jaén";"53";"53";"9";"0";"0"
"11/04/2021";"Málaga";"77";"77";"9";"1";"0"
"11/04/2021";"Sevilla";"219";"219";"21";"0";"2"
"10/04/2021";"Andalucía";"1459";"1459";"125";"12";"11"
"10/04/2021";"Almería";"182";"182";"12";"3";"1"
"10/04/2021";"Cádiz";"121";"121";"5";"0";"1"
"10/04/2021";"Córdoba";"189";"189";"20";"4";"3"
"10/04/2021";"Granada";"164";"164";"25";"2";"3"
"10/04/2021";"Huelva";"131";"131";"13";"1";"1"
"10/04/2021";"Jaén";"137";"137";"9";"0";"1"
"10/04/2021";"Málaga";"128";"128";"5";"0";"0"
"10/04/2021";"Sevilla";"407";"407";"36";"2";"1"
"09/04/2021";"Andalucía";"2192";"2192";"121";"16";"7"
"09/04/2021";"Almería";"200";"200";"15";"0";"0"
"09/04/2021";"Cádiz";"290";"290";"5";"2";"0"
"09/04/2021";"Córdoba";"191";"191";"13";"4";"2"
"09/04/2021";"Granada";"460";"460";"31";"3";"1"
"09/04/2021";"Huelva";"139";"139";"9";"3";"1"
"09/04/2021";"Jaén";"188";"188";"6";"1";"1"
"09/04/2021";"Málaga";"233";"233";"7";"1";"0"
"09/04/2021";"Sevilla";"491";"491";"35";"2";"2"
"08/04/2021";"Andalucía";"2250";"2251";"135";"20";"9"
"08/04/2021";"Almería";"183";"183";"7";"2";"0"
"08/04/2021";"Cádiz";"272";"272";"7";"0";"0"
"08/04/2021";"Córdoba";"174";"174";"12";"0";"0"
"08/04/2021";"Granada";"474";"474";"39";"8";"3"
"08/04/2021";"Huelva";"142";"143";"10";"1";"0"
"08/04/2021";"Jaén";"254";"254";"12";"4";"2"
"08/04/2021";"Málaga";"216";"216";"9";"1";"2"
"08/04/2021";"Sevilla";"535";"535";"39";"4";"2"
"07/04/2021";"Andalucía";"2162";"2162";"149";"25";"12"
"07/04/2021";"Almería";"237";"237";"10";"4";"1"
"07/04/2021";"Cádiz";"291";"291";"13";"2";"1"
"07/04/2021";"Córdoba";"165";"165";"16";"2";"1"
"07/04/2021";"Granada";"429";"429";"31";"7";"3"
"07/04/2021";"Huelva";"137";"137";"10";"0";"0"
"07/04/2021";"Jaén";"208";"208";"13";"2";"1"
"07/04/2021";"Málaga";"231";"231";"19";"5";"2"
"07/04/2021";"Sevilla";"464";"464";"37";"3";"3"
"06/04/2021";"Andalucía";"2228";"2232";"171";"23";"20"
"06/04/2021";"Almería";"179";"179";"12";"2";"0"
"06/04/2021";"Cádiz";"309";"309";"18";"2";"1"
"06/04/2021";"Córdoba";"196";"197";"12";"2";"1"
"06/04/2021";"Granada";"411";"414";"35";"6";"5"
"06/04/2021";"Huelva";"164";"164";"15";"2";"2"
"06/04/2021";"Jaén";"244";"244";"17";"3";"1"
"06/04/2021";"Málaga";"266";"266";"15";"0";"0"
"06/04/2021";"Sevilla";"459";"459";"47";"6";"10"
"05/04/2021";"Andalucía";"1788";"1789";"186";"29";"22"
"05/04/2021";"Almería";"136";"136";"17";"4";"1"
"05/04/2021";"Cádiz";"217";"217";"15";"0";"3"
"05/04/2021";"Córdoba";"160";"160";"15";"4";"3"
"05/04/2021";"Granada";"334";"334";"37";"7";"6"
"05/04/2021";"Huelva";"101";"101";"12";"2";"2"
"05/04/2021";"Jaén";"115";"116";"13";"1";"0"
"05/04/2021";"Málaga";"173";"173";"15";"3";"1"
"05/04/2021";"Sevilla";"552";"552";"62";"8";"6"
"04/04/2021";"Andalucía";"794";"795";"102";"15";"9"
"04/04/2021";"Almería";"67";"67";"9";"0";"1"
"04/04/2021";"Cádiz";"91";"91";"9";"1";"1"
"04/04/2021";"Córdoba";"84";"84";"12";"2";"0"
"04/04/2021";"Granada";"133";"133";"25";"7";"4"
"04/04/2021";"Huelva";"44";"45";"9";"0";"0"
"04/04/2021";"Jaén";"82";"82";"7";"1";"1"
"04/04/2021";"Málaga";"93";"93";"6";"2";"0"
"04/04/2021";"Sevilla";"200";"200";"25";"2";"2"
"03/04/2021";"Andalucía";"849";"849";"76";"7";"11"
"03/04/2021";"Almería";"77";"77";"12";"2";"3"
"03/04/2021";"Cádiz";"99";"99";"7";"0";"0"
"03/04/2021";"Córdoba";"143";"143";"6";"0";"1"
"03/04/2021";"Granada";"122";"122";"17";"2";"2"
"03/04/2021";"Huelva";"38";"38";"2";"0";"0"
"03/04/2021";"Jaén";"71";"71";"7";"0";"0"
"03/04/2021";"Málaga";"91";"91";"1";"0";"1"
"03/04/2021";"Sevilla";"208";"208";"24";"3";"4"
"02/04/2021";"Andalucía";"671";"671";"77";"12";"1"
"02/04/2021";"Almería";"58";"58";"7";"4";"0"
"02/04/2021";"Cádiz";"83";"83";"5";"0";"0"
"02/04/2021";"Córdoba";"51";"51";"2";"0";"0"
"02/04/2021";"Granada";"145";"145";"26";"1";"0"
"02/04/2021";"Huelva";"41";"41";"2";"0";"0"
"02/04/2021";"Jaén";"65";"65";"9";"1";"1"
"02/04/2021";"Málaga";"76";"76";"5";"1";"0"
"02/04/2021";"Sevilla";"152";"152";"21";"5";"0"
"01/04/2021";"Andalucía";"970";"970";"99";"15";"10"
"01/04/2021";"Almería";"133";"133";"8";"2";"1"
"01/04/2021";"Cádiz";"133";"133";"4";"0";"2"
"01/04/2021";"Córdoba";"137";"137";"9";"0";"0"
"01/04/2021";"Granada";"89";"89";"14";"6";"4"
"01/04/2021";"Huelva";"60";"60";"5";"0";"0"
"01/04/2021";"Jaén";"84";"84";"16";"2";"0"
"01/04/2021";"Málaga";"93";"93";"15";"1";"1"
"01/04/2021";"Sevilla";"241";"241";"28";"4";"2"
"31/03/2021";"Andalucía";"1698";"1699";"136";"21";"13"
"31/03/2021";"Almería";"179";"179";"15";"6";"5"
"31/03/2021";"Cádiz";"230";"230";"12";"0";"0"
"31/03/2021";"Córdoba";"145";"145";"12";"3";"1"
"31/03/2021";"Granada";"268";"268";"23";"4";"1"
"31/03/2021";"Huelva";"110";"110";"9";"0";"0"
"31/03/2021";"Jaén";"128";"129";"20";"3";"2"
"31/03/2021";"Málaga";"207";"207";"15";"1";"1"
"31/03/2021";"Sevilla";"431";"431";"30";"4";"3"
"30/03/2021";"Andalucía";"1414";"1415";"116";"11";"10"
"30/03/2021";"Almería";"164";"164";"7";"1";"0"
"30/03/2021";"Cádiz";"237";"237";"11";"1";"2"
"30/03/2021";"Córdoba";"120";"121";"9";"1";"0"
"30/03/2021";"Granada";"246";"246";"22";"2";"3"
"30/03/2021";"Huelva";"68";"68";"9";"0";"0"
"30/03/2021";"Jaén";"114";"114";"11";"0";"1"
"30/03/2021";"Málaga";"170";"170";"9";"0";"1"
"30/03/2021";"Sevilla";"295";"295";"38";"6";"3"
"29/03/2021";"Andalucía";"1133";"1133";"121";"19";"10"
"29/03/2021";"Almería";"130";"130";"15";"6";"1"
"29/03/2021";"Cádiz";"145";"145";"12";"2";"1"
"29/03/2021";"Córdoba";"117";"117";"11";"2";"1"
"29/03/2021";"Granada";"197";"197";"24";"5";"1"
"29/03/2021";"Huelva";"68";"68";"8";"1";"0"
"29/03/2021";"Jaén";"65";"65";"8";"0";"2"
"29/03/2021";"Málaga";"141";"141";"12";"0";"0"
"29/03/2021";"Sevilla";"270";"270";"31";"3";"4"
"28/03/2021";"Andalucía";"380";"380";"61";"4";"7"
"28/03/2021";"Almería";"41";"41";"7";"0";"1"
"28/03/2021";"Cádiz";"52";"52";"2";"0";"0"
"28/03/2021";"Córdoba";"46";"46";"5";"1";"1"
"28/03/2021";"Granada";"62";"62";"14";"2";"3"
"28/03/2021";"Huelva";"21";"21";"6";"0";"0"
"28/03/2021";"Jaén";"17";"17";"4";"0";"0"
"28/03/2021";"Málaga";"33";"33";"1";"0";"0"
"28/03/2021";"Sevilla";"108";"108";"22";"1";"2"
"27/03/2021";"Andalucía";"801";"801";"66";"9";"6"
"27/03/2021";"Almería";"126";"126";"7";"3";"0"
"27/03/2021";"Cádiz";"93";"93";"9";"0";"1"
"27/03/2021";"Córdoba";"156";"156";"10";"1";"1"
"27/03/2021";"Granada";"60";"60";"11";"4";"1"
"27/03/2021";"Huelva";"26";"26";"1";"0";"0"
"27/03/2021";"Jaén";"36";"36";"3";"0";"1"
"27/03/2021";"Málaga";"93";"93";"7";"0";"1"
"27/03/2021";"Sevilla";"211";"211";"18";"1";"1"
"26/03/2021";"Andalucía";"1340";"1343";"126";"32";"18"
"26/03/2021";"Almería";"143";"143";"15";"5";"3"
"26/03/2021";"Cádiz";"152";"152";"5";"2";"1"
"26/03/2021";"Córdoba";"187";"187";"14";"3";"1"
"26/03/2021";"Granada";"231";"231";"33";"7";"2"
"26/03/2021";"Huelva";"61";"62";"8";"2";"2"
"26/03/2021";"Jaén";"83";"84";"10";"4";"1"
"26/03/2021";"Málaga";"179";"179";"18";"4";"3"
"26/03/2021";"Sevilla";"304";"305";"23";"5";"5"
"25/03/2021";"Andalucía";"1375";"1375";"95";"21";"12"
"25/03/2021";"Almería";"202";"202";"10";"5";"2"
"25/03/2021";"Cádiz";"185";"185";"3";"0";"0"
"25/03/2021";"Córdoba";"184";"184";"12";"2";"2"
"25/03/2021";"Granada";"200";"200";"28";"9";"6"
"25/03/2021";"Huelva";"52";"52";"5";"0";"0"
"25/03/2021";"Jaén";"78";"78";"5";"1";"0"
"25/03/2021";"Málaga";"142";"142";"7";"0";"0"
"25/03/2021";"Sevilla";"332";"332";"25";"4";"2"
"24/03/2021";"Andalucía";"1100";"1102";"94";"24";"16"
"24/03/2021";"Almería";"129";"129";"14";"7";"3"
"24/03/2021";"Cádiz";"135";"135";"10";"3";"2"
"24/03/2021";"Córdoba";"134";"134";"9";"2";"0"
"24/03/2021";"Granada";"227";"227";"23";"7";"6"
"24/03/2021";"Huelva";"53";"53";"5";"1";"1"
"24/03/2021";"Jaén";"80";"81";"6";"1";"1"
"24/03/2021";"Málaga";"112";"112";"9";"1";"2"
"24/03/2021";"Sevilla";"230";"231";"18";"2";"1"
"23/03/2021";"Andalucía";"1180";"1181";"91";"15";"12"
"23/03/2021";"Almería";"167";"167";"10";"3";"0"
"23/03/2021";"Cádiz";"140";"140";"10";"1";"2"
"23/03/2021";"Córdoba";"151";"151";"4";"0";"0"
"23/03/2021";"Granada";"161";"161";"20";"4";"3"
"23/03/2021";"Huelva";"52";"52";"4";"0";"0"
"23/03/2021";"Jaén";"47";"47";"3";"1";"0"
"23/03/2021";"Málaga";"174";"174";"9";"2";"2"
"23/03/2021";"Sevilla";"288";"289";"31";"4";"5"
"22/03/2021";"Andalucía";"890";"890";"89";"15";"10"
"22/03/2021";"Almería";"107";"107";"13";"3";"1"
"22/03/2021";"Cádiz";"112";"112";"6";"3";"0"
"22/03/2021";"Córdoba";"116";"116";"10";"2";"1"
"22/03/2021";"Granada";"148";"148";"27";"4";"4"
"22/03/2021";"Huelva";"36";"36";"5";"0";"0"
"22/03/2021";"Jaén";"51";"51";"3";"1";"0"
"22/03/2021";"Málaga";"107";"107";"5";"0";"0"
"22/03/2021";"Sevilla";"213";"213";"20";"2";"4"
"21/03/2021";"Andalucía";"312";"312";"53";"11";"9"
"21/03/2021";"Almería";"51";"51";"5";"2";"2"
"21/03/2021";"Cádiz";"18";"18";"3";"1";"0"
"21/03/2021";"Córdoba";"30";"30";"5";"2";"0"
"21/03/2021";"Granada";"47";"47";"16";"3";"3"
"21/03/2021";"Huelva";"11";"11";"2";"0";"0"
"21/03/2021";"Jaén";"15";"15";"2";"0";"1"
"21/03/2021";"Málaga";"40";"40";"5";"0";"1"
"21/03/2021";"Sevilla";"100";"100";"15";"3";"2"
"20/03/2021";"Andalucía";"495";"495";"70";"11";"9"
"20/03/2021";"Almería";"108";"108";"15";"4";"2"
"20/03/2021";"Cádiz";"47";"47";"1";"0";"0"
"20/03/2021";"Córdoba";"82";"82";"5";"1";"0"
"20/03/2021";"Granada";"47";"47";"10";"3";"1"
"20/03/2021";"Huelva";"18";"18";"4";"0";"0"
"20/03/2021";"Jaén";"18";"18";"3";"1";"1"
"20/03/2021";"Málaga";"59";"59";"10";"1";"3"
"20/03/2021";"Sevilla";"116";"116";"22";"1";"2"
"19/03/2021";"Andalucía";"1015";"1016";"81";"11";"12"
"19/03/2021";"Almería";"133";"133";"9";"1";"3"
"19/03/2021";"Cádiz";"85";"85";"2";"1";"0"
"19/03/2021";"Córdoba";"111";"111";"9";"3";"2"
"19/03/2021";"Granada";"180";"181";"25";"3";"1"
"19/03/2021";"Huelva";"63";"63";"7";"0";"1"
"19/03/2021";"Jaén";"89";"89";"9";"1";"1"
"19/03/2021";"Málaga";"119";"119";"9";"1";"4"
"19/03/2021";"Sevilla";"235";"235";"11";"1";"0"
"18/03/2021";"Andalucía";"1035";"1036";"85";"8";"13"
"18/03/2021";"Almería";"136";"136";"15";"0";"3"
"18/03/2021";"Cádiz";"126";"126";"7";"0";"1"
"18/03/2021";"Córdoba";"105";"105";"6";"1";"0"
"18/03/2021";"Granada";"191";"191";"19";"4";"4"
"18/03/2021";"Huelva";"34";"35";"3";"0";"0"
"18/03/2021";"Jaén";"51";"51";"7";"1";"1"
"18/03/2021";"Málaga";"142";"142";"11";"1";"2"
"18/03/2021";"Sevilla";"250";"250";"17";"1";"2"
"17/03/2021";"Andalucía";"905";"905";"73";"5";"8"
"17/03/2021";"Almería";"125";"125";"6";"0";"1"
"17/03/2021";"Cádiz";"81";"81";"5";"0";"0"
"17/03/2021";"Córdoba";"112";"112";"5";"0";"0"
"17/03/2021";"Granada";"146";"146";"16";"2";"3"
"17/03/2021";"Huelva";"32";"32";"4";"0";"0"
"17/03/2021";"Jaén";"57";"57";"6";"1";"1"
"17/03/2021";"Málaga";"142";"142";"7";"1";"0"
"17/03/2021";"Sevilla";"210";"210";"24";"1";"3"
"16/03/2021";"Andalucía";"1003";"1004";"100";"15";"12"
"16/03/2021";"Almería";"163";"163";"12";"1";"4"
"16/03/2021";"Cádiz";"115";"115";"12";"3";"1"
"16/03/2021";"Córdoba";"77";"77";"12";"0";"0"
"16/03/2021";"Granada";"214";"215";"28";"5";"5"
"16/03/2021";"Huelva";"33";"33";"1";"0";"0"
"16/03/2021";"Jaén";"47";"47";"5";"1";"1"
"16/03/2021";"Málaga";"125";"125";"7";"1";"1"
"16/03/2021";"Sevilla";"229";"229";"23";"4";"0"
"15/03/2021";"Andalucía";"734";"735";"72";"10";"9"
"15/03/2021";"Almería";"111";"111";"12";"4";"0"
"15/03/2021";"Cádiz";"82";"82";"3";"0";"1"
"15/03/2021";"Córdoba";"37";"37";"2";"1";"0"
"15/03/2021";"Granada";"155";"155";"20";"2";"4"
"15/03/2021";"Huelva";"21";"21";"3";"0";"0"
"15/03/2021";"Jaén";"49";"49";"8";"2";"0"
"15/03/2021";"Málaga";"93";"94";"9";"0";"1"
"15/03/2021";"Sevilla";"186";"186";"15";"1";"3"
"14/03/2021";"Andalucía";"342";"343";"50";"11";"13"
"14/03/2021";"Almería";"75";"75";"11";"2";"4"
"14/03/2021";"Cádiz";"32";"32";"2";"0";"0"
"14/03/2021";"Córdoba";"24";"24";"6";"0";"1"
"14/03/2021";"Granada";"44";"44";"7";"4";"3"
"14/03/2021";"Huelva";"4";"4";"0";"0";"0"
"14/03/2021";"Jaén";"15";"15";"4";"3";"1"
"14/03/2021";"Málaga";"49";"49";"3";"1";"2"
"14/03/2021";"Sevilla";"99";"100";"17";"1";"2"
"13/03/2021";"Andalucía";"526";"526";"64";"12";"8"
"13/03/2021";"Almería";"114";"114";"16";"6";"2"
"13/03/2021";"Cádiz";"62";"62";"5";"1";"2"
"13/03/2021";"Córdoba";"51";"51";"2";"2";"0"
"13/03/2021";"Granada";"54";"54";"14";"3";"1"
