fecha;mes;anio;semana;nombre_mes;es_dia_natural;es_dia_habil;cod_cuando
17/04/2020;4;2020;16;Abril;TRUE;FALSE;446
16/04/2020;4;2020;16;Abril;TRUE;FALSE;447
15/04/2020;4;2020;16;Abril;TRUE;FALSE;448
14/04/2020;4;2020;15;Abril;TRUE;FALSE;449
13/04/2020;4;2020;15;Abril;TRUE;FALSE;450
12/04/2020;4;2020;15;Abril;TRUE;FALSE;451
11/04/2020;4;2020;15;Abril;TRUE;FALSE;452
10/04/2020;4;2020;15;Abril;TRUE;FALSE;453
09/04/2020;4;2020;15;Abril;TRUE;FALSE;454
08/04/2020;4;2020;15;Abril;TRUE;FALSE;455
07/04/2020;4;2020;14;Abril;TRUE;FALSE;456
06/04/2020;4;2020;14;Abril;TRUE;FALSE;457
05/04/2020;4;2020;14;Abril;TRUE;FALSE;458
04/04/2020;4;2020;14;Abril;TRUE;FALSE;459
03/04/2020;4;2020;14;Abril;TRUE;FALSE;460
02/04/2020;4;2020;14;Abril;TRUE;FALSE;461
01/04/2020;4;2020;14;Abril;TRUE;FALSE;462
31/03/2020;3;2020;13;Marzo;TRUE;FALSE;463
30/03/2020;3;2020;13;Marzo;TRUE;FALSE;464
29/03/2020;3;2020;13;Marzo;TRUE;FALSE;465
28/03/2020;3;2020;13;Marzo;TRUE;FALSE;466
27/03/2020;3;2020;13;Marzo;TRUE;FALSE;467
26/03/2020;3;2020;13;Marzo;TRUE;FALSE;468
25/03/2020;3;2020;13;Marzo;TRUE;FALSE;469
24/03/2020;3;2020;12;Marzo;TRUE;FALSE;470
23/03/2020;3;2020;12;Marzo;TRUE;FALSE;471
22/03/2020;3;2020;12;Marzo;TRUE;FALSE;472
21/03/2020;3;2020;12;Marzo;TRUE;FALSE;473
20/03/2020;3;2020;12;Marzo;TRUE;FALSE;474
19/03/2020;3;2020;12;Marzo;TRUE;FALSE;475
18/03/2020;3;2020;12;Marzo;TRUE;FALSE;476
17/03/2020;3;2020;11;Marzo;TRUE;FALSE;477
16/03/2020;3;2020;11;Marzo;TRUE;FALSE;478
15/03/2020;3;2020;11;Marzo;TRUE;FALSE;479
14/03/2020;3;2020;11;Marzo;TRUE;FALSE;480
13/03/2020;3;2020;11;Marzo;TRUE;FALSE;481
12/03/2020;3;2020;11;Marzo;TRUE;FALSE;482
11/03/2020;3;2020;11;Marzo;TRUE;FALSE;483
10/03/2020;3;2020;10;Marzo;TRUE;FALSE;484
09/03/2020;3;2020;10;Marzo;TRUE;FALSE;485
08/03/2020;3;2020;10;Marzo;TRUE;FALSE;486
07/03/2020;3;2020;10;Marzo;TRUE;FALSE;487
06/03/2020;3;2020;10;Marzo;TRUE;FALSE;488
05/03/2020;3;2020;10;Marzo;TRUE;FALSE;489
03/03/2020;3;2020;9;Marzo;TRUE;FALSE;490
02/03/2020;3;2020;9;Marzo;TRUE;FALSE;491
29/02/2020;2;2020;9;Febrero;TRUE;FALSE;492
28/02/2020;2;2020;9;Febrero;TRUE;FALSE;493
27/02/2020;2;2020;9;Febrero;TRUE;FALSE;494
26/02/2020;2;2020;9;Febrero;TRUE;FALSE;495
