fecha;mes;anio;semana;nombre_mes;es_dia_natural;es_dia_habil;cod_cuando
07/05/2020;5;2020;19;Mayo;TRUE;FALSE;426
06/05/2020;5;2020;19;Mayo;TRUE;FALSE;427
05/05/2020;5;2020;18;Mayo;TRUE;FALSE;428
04/05/2020;5;2020;18;Mayo;TRUE;FALSE;429
03/05/2020;5;2020;18;Mayo;TRUE;FALSE;430
02/05/2020;5;2020;18;Mayo;TRUE;FALSE;431
01/05/2020;5;2020;18;Mayo;TRUE;FALSE;432
30/04/2020;4;2020;18;Abril;TRUE;FALSE;433
29/04/2020;4;2020;18;Abril;TRUE;FALSE;434
28/04/2020;4;2020;17;Abril;TRUE;FALSE;435
27/04/2020;4;2020;17;Abril;TRUE;FALSE;436
26/04/2020;4;2020;17;Abril;TRUE;FALSE;437
25/04/2020;4;2020;17;Abril;TRUE;FALSE;438
24/04/2020;4;2020;17;Abril;TRUE;FALSE;439
23/04/2020;4;2020;17;Abril;TRUE;FALSE;440
22/04/2020;4;2020;17;Abril;TRUE;FALSE;441
21/04/2020;4;2020;16;Abril;TRUE;FALSE;442
20/04/2020;4;2020;16;Abril;TRUE;FALSE;443
19/04/2020;4;2020;16;Abril;TRUE;FALSE;444
18/04/2020;4;2020;16;Abril;TRUE;FALSE;445
