confirmados_pdia;confirmados_pdia_14d;confirmados_pdia_7d;total_confirmados;fallecidos;curados;cod_cuando;cod_quien_profesionales
0;0;0;0;0;0;81;2
0;1;1;0;0;0;81;3
0;0;0;0;0;0;81;4
0;3;1;0;0;0;81;5
0;3;0;0;0;0;81;6
2;27;7;2;0;4;81;7
0;6;0;0;0;0;81;8
0;0;0;0;0;0;81;9
0;40;7;0;0;7;81;10
4;36;18;4;0;3;81;11
1;7;4;1;0;0;81;12
0;1;1;0;0;0;81;13
0;7;2;0;0;0;81;14
1;2;1;1;0;0;81;15
0;1;0;0;0;0;81;16
0;1;1;0;0;0;81;17
0;25;5;0;0;3;81;18
0;2;1;0;0;0;81;19
0;68;18;0;0;4;81;20
1;5;1;1;0;1;82;1
0;0;0;0;0;0;82;2
0;1;0;0;0;0;82;3
0;0;0;0;0;0;82;4
0;2;1;0;0;0;82;5
0;2;0;0;0;0;82;6
0;21;2;0;0;6;82;7
0;2;0;0;0;3;82;8
0;0;0;0;0;0;82;9
0;26;0;0;0;18;82;10
6;35;16;6;0;4;82;11
1;5;1;1;0;1;82;12
0;1;0;0;0;0;82;13
2;7;3;2;0;1;82;14
0;2;1;0;0;0;82;15
0;1;0;0;0;0;82;16
0;1;0;0;0;1;82;17
1;20;2;1;0;9;82;18
0;2;0;0;0;0;82;19
0;49;2;0;0;30;82;20
0;4;1;0;0;1;83;1
0;0;0;0;0;0;83;2
0;1;0;0;0;0;83;3
1;1;1;1;0;0;83;4
0;2;0;0;0;1;83;5
1;2;1;1;0;0;83;6
0;17;2;0;0;1;83;7
0;2;0;0;0;4;83;8
0;0;0;0;0;0;83;9
0;25;0;0;0;8;83;10
3;32;17;3;0;4;83;11
1;6;2;1;0;2;83;12
0;1;0;0;0;0;83;13
0;6;3;0;0;2;83;14
0;1;1;0;0;0;83;15
0;1;0;0;0;0;83;16
0;1;0;0;0;0;83;17
0;13;1;0;0;3;83;18
0;1;0;0;0;0;83;19
-1;47;1;-1;0;3;83;20
0;4;1;0;0;0;84;1
0;0;0;0;0;0;84;2
0;1;0;0;0;0;84;3
0;1;1;0;0;0;84;4
0;2;0;0;0;0;84;5
2;4;3;2;0;2;84;6
14;25;9;14;0;6;84;7
4;6;1;4;0;0;84;8
0;0;0;0;0;0;84;9
17;36;12;17;0;2;84;10
4;33;15;4;0;11;84;11
1;7;3;1;0;-1;84;12
0;1;0;0;0;0;84;13
3;6;4;3;0;2;84;14
3;4;3;3;0;1;84;15
3;3;3;3;0;0;84;16
1;2;1;1;0;0;84;17
11;22;9;11;0;6;84;18
0;1;0;0;0;1;84;19
29;71;17;29;0;6;84;20
2;6;2;2;0;1;85;1
0;0;0;0;0;0;85;2
0;1;0;0;0;0;85;3
0;1;1;0;0;1;85;4
0;1;0;0;0;0;85;5
0;3;2;0;0;0;85;6
1;22;6;1;0;1;85;7
0;5;1;0;0;1;85;8
0;0;0;0;0;0;85;9
0;33;5;0;0;4;85;10
7;38;16;7;0;4;85;11
1;8;3;1;0;0;85;12
0;1;0;0;0;0;85;13
0;6;3;0;0;2;85;14
0;4;3;0;0;0;85;15
1;4;4;1;0;1;85;16
0;2;0;0;0;0;85;17
0;18;6;0;0;2;85;18
0;1;0;0;0;0;85;19
0;62;9;0;0;4;85;20
1;5;3;1;0;0;86;1
0;0;0;0;0;0;86;2
0;1;0;0;0;0;86;3
0;1;1;0;0;0;86;4
0;1;0;0;0;0;86;5
0;3;2;0;0;0;86;6
0;20;3;0;0;6;86;7
0;4;0;0;0;0;86;8
0;0;0;0;0;0;86;9
0;24;3;0;0;1;86;10
6;42;19;6;0;0;86;11
0;7;3;0;0;0;86;12
0;1;0;0;0;0;86;13
0;6;1;0;0;0;86;14
1;5;4;1;0;0;86;15
0;4;4;0;0;0;86;16
0;2;0;0;0;0;86;17
0;17;3;0;0;1;86;18
0;1;0;0;0;0;86;19
1;47;4;1;0;8;86;20
6;10;9;6;0;2;87;1
0;0;0;0;0;0;87;2
0;0;0;0;0;0;87;3
0;1;0;0;0;0;87;4
1;2;1;1;0;0;87;5
0;3;1;0;0;0;87;6
1;14;3;1;0;6;87;7
0;4;0;0;0;2;87;8
0;0;0;0;0;0;87;9
1;18;1;1;0;7;87;10
4;39;18;4;0;1;87;11
2;6;4;2;0;1;87;12
0;0;0;0;0;0;87;13
2;7;2;2;0;0;87;14
0;5;5;0;0;0;87;15
0;4;2;0;0;0;87;16
0;1;0;0;0;0;87;17
0;13;0;0;0;4;87;18
0;0;0;0;0;0;87;19
1;31;1;1;0;20;87;20
0;10;9;0;0;2;88;1
1;1;1;1;0;0;88;2
0;0;0;0;0;1;88;3
0;1;0;0;0;0;88;4
0;1;1;0;0;1;88;5
0;12;2;0;0;3;88;7
0;3;0;0;0;0;88;8
0;0;0;0;0;0;88;9
0;15;1;0;0;4;88;10
3;38;18;3;0;8;88;11
0;6;2;0;0;4;88;12
0;0;0;0;0;1;88;13
0;7;2;0;0;1;88;14
0;5;4;0;0;0;88;15
1;2;1;1;0;1;88;17
0;11;0;0;0;2;88;18
0;0;0;0;0;1;88;19
0;26;1;0;0;11;88;20
0;10;8;0;0;0;89;1
0;1;1;0;0;0;89;2
0;0;0;0;0;0;89;3
0;1;0;0;0;0;89;4
1;2;2;1;0;0;89;5
12;23;4;12;0;1;89;7
5;6;4;5;0;0;89;8
0;0;0;0;0;0;89;9
21;34;18;21;0;7;89;10
5;38;18;5;0;0;89;11
0;6;2;0;0;0;89;12
0;0;0;0;0;0;89;13
0;6;2;0;0;0;89;14
2;7;4;2;0;0;89;15
1;3;1;1;0;0;89;17
14;22;4;14;0;5;89;18
0;0;0;0;0;0;89;19
37;55;23;37;0;7;89;20
3;12;10;3;0;0;90;1
1;2;2;1;0;0;90;2
0;0;0;0;0;0;90;3
1;2;1;1;0;0;90;4
0;2;2;0;0;0;90;5
0;19;4;0;0;3;90;7
0;6;3;0;0;1;90;8
0;0;0;0;0;0;90;9
1;28;11;1;0;3;90;10
4;37;16;4;0;5;90;11
1;5;2;1;0;1;90;12
1;1;1;1;0;0;90;13
0;5;2;0;0;1;90;14
0;7;4;0;0;0;90;15
0;2;1;0;0;0;90;17
0;19;3;0;0;0;90;18
0;0;0;0;0;0;90;19
0;47;16;0;0;6;90;20
1;13;9;1;0;0;91;1
0;2;2;0;0;0;91;2
0;0;0;0;0;0;91;3
1;3;2;1;0;0;91;4
0;2;2;0;0;0;91;5
0;16;2;0;0;3;91;7
0;5;3;0;0;2;91;8
0;0;0;0;0;0;91;9
0;27;7;0;0;4;91;10
2;36;16;2;0;0;91;11
0;5;2;0;0;0;91;12
0;1;1;0;0;0;91;13
0;3;2;0;0;1;91;14
0;7;3;0;0;1;91;15
0;2;0;0;0;1;91;17
0;15;2;0;0;3;91;18
0;0;0;0;0;0;91;19
0;42;10;0;0;2;91;20
9;22;13;9;0;1;92;1
0;2;1;0;0;0;92;2
0;0;0;0;0;0;92;3
0;2;2;0;0;0;92;4
0;2;0;0;0;1;92;5
1;13;1;1;0;9;92;7
0;5;0;0;0;2;92;8
0;0;0;0;0;0;92;9
0;24;1;0;0;11;92;10
9;40;22;9;0;9;92;11
3;7;3;3;0;0;92;12
0;1;1;0;0;0;92;13
2;4;1;2;0;1;92;14
2;9;3;2;0;0;92;15
1;3;1;1;0;1;92;17
0;11;0;0;0;10;92;18
0;0;0;0;0;0;92;19
2;38;0;2;0;19;92;20
2;24;14;2;0;0;93;1
1;3;2;1;0;0;93;2
0;0;0;0;0;0;93;3
0;2;2;0;0;0;93;4
0;2;0;0;0;0;93;5
1;11;1;1;0;0;93;7
0;4;0;0;0;0;93;8
0;0;0;0;0;0;93;9
0;22;0;0;0;0;93;10
4;41;21;4;0;1;93;11
2;7;5;2;0;0;93;12
1;2;2;1;0;0;93;13
3;7;4;3;0;0;93;14
2;10;4;2;0;0;93;15
0;3;1;0;0;0;93;17
1;9;1;1;0;0;93;18
0;0;0;0;0;0;93;19
0;31;0;0;0;0;93;20
3;26;15;3;0;0;94;1
1;4;3;1;0;0;94;2
0;0;0;0;0;0;94;3
1;3;2;1;0;0;94;4
0;2;0;0;0;0;94;5
2;7;3;2;0;0;94;7
0;4;0;0;0;0;94;8
0;0;0;0;0;0;94;9
0;19;0;0;0;0;94;10
7;44;25;7;0;1;94;11
2;9;7;2;0;0;94;12
0;2;1;0;0;0;94;13
1;8;5;1;0;0;94;14
1;9;5;1;0;0;94;15
0;2;1;0;0;0;94;17
0;5;1;0;0;0;94;18
1;1;1;1;0;0;94;19
0;24;0;0;0;0;94;20
1;26;14;1;0;0;95;1
0;4;2;0;0;0;95;2
0;0;0;0;0;0;95;3
1;4;2;1;0;0;95;4
0;2;0;0;0;0;95;5
0;7;3;0;0;3;95;7
0;3;0;0;0;1;95;8
0;0;0;0;0;0;95;9
0;11;0;0;0;0;95;10
7;47;29;7;0;4;95;11
3;12;9;3;0;1;95;12
0;2;1;0;0;0;95;13
1;8;6;1;0;1;95;14
1;10;6;1;0;0;95;15
0;2;1;0;0;0;95;17
0;4;1;0;0;3;95;18
0;1;1;0;0;0;95;19
0;17;0;0;0;5;95;20
