"confirmados_pdia";"total_confirmados";"curados";"fallecidos";"cod_quien";"cod_cuando"
0;0;2;0;21;524
0;0;5;0;22;524
0;0;6;0;23;524
0;0;2;0;24;524
0;0;5;0;25;524
0;0;1;0;26;524
0;0;0;0;27;524
0;0;2;0;28;524
0;0;0;0;29;524
0;0;0;0;30;524
0;0;0;0;31;524
0;0;0;0;32;524
0;0;0;0;33;524
0;0;0;0;34;524
0;0;0;0;35;524
0;0;0;0;36;524
0;0;0;0;1;525
0;0;0;0;2;525
0;0;0;0;3;525
0;0;1;0;4;525
0;0;0;0;5;525
0;0;0;0;6;525
0;0;0;0;7;525
0;0;0;0;8;525
0;0;0;0;9;525
1;1;1;0;10;525
0;0;0;0;11;525
0;0;0;0;12;525
0;0;0;0;13;525
0;0;0;0;14;525
0;0;0;0;15;525
0;0;0;0;16;525
0;0;0;0;17;525
0;0;0;0;18;525
0;0;0;0;19;525
0;0;0;0;20;525
0;0;0;0;21;525
0;0;0;0;22;525
0;0;0;0;23;525
0;0;1;0;24;525
0;0;0;0;25;525
0;0;0;0;26;525
0;0;0;0;27;525
2;2;0;0;28;525
0;0;0;0;29;525
0;0;0;0;30;525
0;0;0;0;31;525
0;0;0;0;32;525
1;1;0;0;33;525
0;0;0;0;34;525
0;0;0;0;35;525
0;0;0;0;36;525
0;0;0;0;1;526
0;0;0;0;2;526
0;0;0;0;3;526
0;0;1;0;4;526
0;0;0;0;5;526
1;1;0;0;6;526
0;0;0;0;7;526
0;0;0;0;8;526
0;0;0;0;9;526
0;0;1;0;10;526
0;0;0;0;11;526
0;0;0;0;12;526
0;0;0;0;13;526
0;0;0;0;14;526
0;0;0;0;15;526
0;0;0;0;16;526
0;0;0;0;17;526
0;0;0;0;18;526
1;1;0;0;19;526
0;0;0;0;20;526
1;1;0;0;21;526
0;0;0;0;22;526
1;1;0;0;23;526
1;1;0;0;24;526
0;0;0;0;25;526
0;0;0;0;26;526
0;0;0;0;27;526
0;0;1;0;28;526
0;0;0;0;29;526
0;0;0;0;30;526
0;0;0;0;31;526
0;0;0;0;32;526
-1;-1;0;0;33;526
0;0;0;0;34;526
0;0;0;0;35;526
0;0;0;0;36;526
0;0;0;0;1;527
1;1;1;0;2;527
0;0;0;0;3;527
0;0;2;0;4;527
1;1;0;0;5;527
0;0;1;0;6;527
0;0;1;0;7;527
0;0;0;0;8;527
0;0;0;0;9;527
0;0;3;0;10;527
0;0;0;0;11;527
0;0;0;0;12;527
0;0;0;0;13;527
0;0;0;0;14;527
0;0;0;0;15;527
0;0;0;0;16;527
0;0;0;0;17;527
0;0;0;0;18;527
0;0;0;0;19;527
0;0;0;0;20;527
0;0;0;0;21;527
1;1;2;0;22;527
1;1;7;0;23;527
0;0;6;2;24;527
1;2;1;0;25;527
0;0;0;0;26;527
0;0;0;0;27;527
1;1;1;0;28;527
0;0;0;0;29;527
0;0;1;0;30;527
0;0;0;0;31;527
0;0;0;0;32;527
0;0;0;0;33;527
0;0;0;0;34;527
0;0;0;0;35;527
0;0;0;0;36;527
1;1;2;0;1;528
0;0;2;0;2;528
0;0;0;0;3;528
1;1;4;0;4;528
0;0;2;0;5;528
1;1;4;0;6;528
0;0;3;0;7;528
0;0;0;0;8;528
0;0;0;0;9;528
0;0;0;0;10;528
0;0;1;0;11;528
0;0;0;0;12;528
0;0;0;0;13;528
0;0;0;0;14;528
0;0;0;0;15;528
0;0;0;0;16;528
0;0;0;0;17;528
0;0;0;0;18;528
1;1;0;1;19;528
0;0;0;0;20;528
1;1;1;0;21;528
1;1;0;0;22;528
0;0;6;0;23;528
4;4;8;0;24;528
1;0;6;0;25;528
0;0;1;0;26;528
0;0;0;0;27;528
1;1;1;0;28;528
0;0;0;0;29;528
0;0;0;0;30;528
0;0;0;0;31;528
0;0;1;0;32;528
1;1;2;0;33;528
0;0;0;0;34;528
0;0;0;0;35;528
0;0;0;0;36;528
0;0;0;0;1;529
0;0;0;0;2;529
0;0;0;0;3;529
0;0;0;0;4;529
0;0;0;0;5;529
0;0;0;0;6;529
0;0;0;0;7;529
0;0;0;0;8;529
0;0;0;0;9;529
0;0;0;0;10;529
0;0;0;0;11;529
0;0;0;0;12;529
0;0;0;0;13;529
0;0;0;0;14;529
0;0;0;0;15;529
0;0;0;0;16;529
0;0;0;0;17;529
0;0;0;0;18;529
0;0;0;0;19;529
0;0;0;0;20;529
0;0;0;0;21;529
0;0;0;0;22;529
0;0;0;0;23;529
0;0;0;0;24;529
0;0;0;0;25;529
0;0;0;0;26;529
0;0;0;0;27;529
-1;-1;0;0;28;529
0;0;0;0;29;529
0;0;0;0;30;529
0;0;0;0;31;529
0;0;0;0;32;529
0;0;0;0;33;529
0;0;0;0;34;529
0;0;0;0;35;529
0;0;0;0;36;529
0;0;0;0;1;530
0;0;0;0;2;530
0;0;0;0;3;530
0;0;0;0;4;530
0;0;0;0;5;530
0;0;0;0;6;530
0;0;0;0;7;530
0;0;0;0;8;530
0;0;0;0;9;530
0;0;0;0;10;530
0;0;0;0;11;530
0;0;0;0;12;530
0;0;0;0;13;530
0;0;0;0;14;530
0;0;0;0;15;530
0;0;0;0;16;530
0;0;0;0;17;530
0;0;0;0;18;530
0;0;0;0;19;530
0;0;0;0;20;530
0;0;0;0;21;530
0;0;0;0;22;530
0;0;0;0;23;530
0;0;0;0;24;530
0;0;0;0;25;530
0;0;0;0;26;530
0;0;0;0;27;530
0;0;0;0;28;530
0;0;0;0;29;530
0;0;0;0;30;530
0;0;0;0;31;530
0;0;0;0;32;530
0;0;0;0;33;530
0;0;0;0;34;530
0;0;0;0;35;530
0;0;0;0;36;530
0;0;0;0;1;531
0;0;4;0;2;531
0;0;1;0;3;531
0;0;1;0;4;531
0;0;2;0;5;531
0;0;5;0;6;531
0;0;1;0;7;531
0;0;0;0;8;531
0;0;0;0;9;531
0;0;0;0;10;531
0;0;0;0;11;531
0;0;0;0;12;531
0;0;1;0;13;531
0;0;0;0;14;531
0;0;0;0;15;531
0;0;0;0;16;531
0;0;0;0;17;531
0;0;0;0;18;531
0;0;0;0;19;531
0;0;0;0;20;531
0;0;0;0;21;531
0;0;0;0;22;531
0;0;2;0;23;531
1;1;4;0;24;531
0;0;2;0;25;531
0;0;1;0;26;531
0;0;0;0;27;531
0;0;1;0;28;531
0;0;0;0;29;531
0;0;0;0;30;531
0;0;0;0;31;531
0;0;1;0;32;531
-1;-1;0;0;33;531
0;0;0;0;34;531
0;0;0;0;35;531
0;0;0;0;36;531
0;0;0;0;1;532
0;0;0;0;2;532
0;0;0;0;3;532
0;0;0;0;4;532
0;0;0;0;5;532
0;0;0;0;6;532
0;0;0;0;7;532
0;0;0;0;8;532
0;0;0;0;9;532
0;0;2;0;10;532
0;0;0;0;11;532
0;0;0;0;12;532
0;0;0;0;13;532
0;0;0;0;14;532
0;0;0;0;15;532
0;0;0;0;16;532
0;0;0;0;17;532
0;0;0;0;18;532
1;1;0;0;19;532
0;0;0;0;20;532
0;0;0;0;21;532
0;0;0;0;22;532
0;0;0;0;23;532
1;1;0;0;24;532
0;0;0;0;25;532
1;1;0;0;26;532
0;0;0;0;27;532
1;1;0;0;28;532
0;0;0;0;29;532
0;0;0;0;30;532
0;0;0;0;31;532
0;0;0;0;32;532
0;0;0;0;33;532
0;0;0;0;34;532
0;0;0;0;35;532
0;0;0;0;36;532
0;0;0;0;1;533
0;0;0;0;2;533
0;0;0;0;3;533
0;0;0;0;4;533
1;1;0;0;5;533
1;1;0;0;6;533
0;0;0;0;7;533
0;0;0;0;8;533
0;0;0;0;9;533
1;1;0;0;10;533
0;0;0;0;11;533
0;0;0;0;12;533
0;0;0;0;13;533
0;0;0;0;14;533
0;0;0;0;15;533
0;0;0;0;16;533
0;0;0;0;17;533
0;0;0;0;18;533
-1;-1;0;0;19;533
0;0;0;0;20;533
0;0;0;0;21;533
0;0;0;0;22;533
0;0;0;0;23;533
1;1;0;0;24;533
0;0;0;0;25;533
0;0;0;0;26;533
0;0;0;0;27;533
2;2;1;0;28;533
0;0;0;0;29;533
0;0;0;0;30;533
0;0;0;0;31;533
0;0;0;0;32;533
0;0;0;0;33;533
0;0;0;0;34;533
0;0;0;0;35;533
0;0;0;0;36;533
0;0;0;0;1;534
0;0;0;0;2;534
0;0;0;0;3;534
0;0;0;0;4;534
0;0;0;0;5;534
0;0;0;0;6;534
0;0;0;0;7;534
0;0;0;0;8;534
0;0;0;0;9;534
1;1;0;0;10;534
0;0;0;0;11;534
0;0;0;0;12;534
0;0;0;0;13;534
0;0;0;0;14;534
0;0;0;0;15;534
1;1;0;0;16;534
0;0;0;0;17;534
0;0;0;0;18;534
0;0;0;0;19;534
0;0;0;0;20;534
0;0;0;0;21;534
0;0;0;0;22;534
0;0;0;0;23;534
1;1;0;0;24;534
0;0;0;0;25;534
0;0;0;0;26;534
0;0;0;0;27;534
1;1;2;0;28;534
0;0;0;0;29;534
0;0;0;0;30;534
0;0;0;0;31;534
0;0;0;0;32;534
0;0;0;0;33;534
0;0;0;0;34;534
0;0;0;0;35;534
0;0;0;0;36;534
0;0;0;0;1;535
0;0;0;0;2;535
0;0;0;0;3;535
0;0;0;0;4;535
0;0;0;0;5;535
0;0;0;0;6;535
0;0;0;0;7;535
0;0;0;0;8;535
0;0;0;0;9;535
3;3;0;0;10;535
0;0;0;0;11;535
0;0;0;0;12;535
0;0;0;0;13;535
0;0;0;0;14;535
0;0;0;0;15;535
0;0;0;0;16;535
0;0;0;0;17;535
0;0;0;0;18;535
0;0;0;0;19;535
0;0;0;0;20;535
0;0;0;0;21;535
0;0;0;0;22;535
-1;-1;-1;0;23;535
0;0;0;1;24;535
0;0;0;0;25;535
0;0;0;0;26;535
0;0;0;0;27;535
0;0;0;0;28;535
0;0;0;0;29;535
0;0;0;0;30;535
0;0;0;0;31;535
1;1;1;0;32;535
0;0;0;0;33;535
0;0;0;0;34;535
0;0;0;0;35;535
0;0;0;0;36;535
0;0;0;0;1;536
0;0;0;0;2;536
0;0;0;0;3;536
1;1;0;0;4;536
0;0;0;0;5;536
0;0;0;0;6;536
0;0;0;0;7;536
0;0;0;0;8;536
0;0;0;0;9;536
2;2;1;0;10;536
0;0;0;0;11;536
0;0;0;0;12;536
0;0;0;0;13;536
0;0;0;0;14;536
0;0;0;0;15;536
0;0;0;0;16;536
0;0;0;0;17;536
0;0;0;0;18;536
0;0;0;0;19;536
0;0;0;0;20;536
0;0;0;0;21;536
0;0;0;0;22;536
1;1;0;0;23;536
0;0;1;0;24;536
2;2;-1;1;25;536
1;1;0;0;26;536
0;0;0;0;27;536
0;0;0;0;28;536
0;0;0;0;29;536
1;1;0;0;30;536
0;0;0;0;31;536
0;0;0;0;32;536
0;0;0;0;33;536
0;0;0;0;34;536
0;0;0;0;35;536
0;0;0;0;36;536
0;0;0;0;1;537
1;1;0;0;2;537
0;0;0;0;3;537
0;0;0;0;4;537
2;2;0;0;5;537
0;0;0;0;6;537
0;0;0;0;7;537
0;0;0;0;8;537
0;0;0;0;9;537
0;0;0;0;10;537
0;0;0;0;11;537
0;0;0;0;12;537
0;0;0;0;13;537
0;0;0;0;14;537
0;0;0;0;15;537
0;0;0;0;16;537
0;0;0;0;17;537
0;0;0;0;18;537
0;0;1;0;19;537
1;1;0;0;20;537
1;1;0;0;21;537
1;1;0;0;22;537
8;8;0;0;23;537
5;5;1;0;24;537
2;2;0;0;25;537
3;3;1;0;26;537
0;0;0;0;27;537
0;0;0;0;28;537
0;0;0;0;29;537
0;0;0;0;30;537
0;0;0;0;31;537
0;0;0;0;32;537
0;0;0;0;33;537
0;0;0;0;34;537
0;0;0;0;35;537
0;0;0;0;36;537
